airline_sentiment,airline,text,hour_of_day,am_or_pm,day_of_week,weekend,tweet_length
neutral,American,"@AmericanAir I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir already did &amp; an automated voice told us to wait 2 hours. They have yet to call back.,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir yes, for tomorrow at 9 am. But I have to work though 😒 I'm really mad about the situation",17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir whenever I cheat on you it goes horribly wrong! I promise, I won't stray anymore. I'm talking about you @Delta!",17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir @praywinn between understaffing, what looks like a labor slowdown, weather, incompetence, and disregard for the customer...",17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir I need help with a reservation purchased on @AmericanAir but operated on @USAirways, can't get through on the 800#",17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir how can you not be taking calls? I need to change my flight!,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?,17,PM,Sunday,Weekend,Long
positive,American,@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I can't choose a seat online because I booked on @priceline ??? #SMH,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir it wasn't really about the delay. It was more about being told the engine needed to be troubleshot.  Makes a person paranoid.,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir ""overweight"" flight = you sold more tickets than you had seats. We all know that. Let's call it what it is.",17,PM,Sunday,Weekend,Long
neutral,American,"@AmericanAir @jaynegelman How,about more@Blacklist too!!",17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.",17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....,17,PM,Sunday,Weekend,Long
positive,American,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir been waiting on hold for more than an hour,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning.,17,PM,Sunday,Weekend,Long
positive,American,"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses.",17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.,17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8,17,PM,Sunday,Weekend,Long
positive,American,@AmericanAir thanks for the show! 👍,17,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir well done, you have taken the fun out of air travel @PHLAirport",17,PM,Sunday,Weekend,Short
positive,American,@AmericanAir no worries even though I was talking about seat assignment :),17,PM,Sunday,Weekend,Short
neutral,American,"@AmericanAir @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side #Air Berlin, LAN and AA.",17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Been trying to call all day, get hung up on every time. Your guys are horrible!",17,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits",17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you Cancelled Flight a flight?, ridiculous @PHLAirport",17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!,17,PM,Sunday,Weekend,Long
neutral,American,"@AmericanAir Yo, could that be a catering truck before mine eyes?  Unmoving? http://t.co/ASW6QwUf1Z",17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center,17,PM,Sunday,Weekend,Long
positive,American,@AmericanAir Great seats on this aircraft!,17,PM,Sunday,Weekend,Short
negative,American,Is rudeness and poor customers service a job requirement at @AmericanAir ? Been waiting 28hrs and still haven't even seen one plane😡,17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!,17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!,17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles.,17,PM,Sunday,Weekend,Short
neutral,American,@AmericanAir who's your pick for best picture? I don't want to board your airline until I know,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir we have 3 more passengers with me   There are two more reservation numbers,17,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs",17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o,17,PM,Sunday,Weekend,Long
neutral,American,"@AmericanAir @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier",17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir @manuel_c ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or....",17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir You have the worst customer service of any airlines I've ever encountered. Flat out awful,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got",17,PM,Sunday,Weekend,Long
positive,American,@AmericanAir DONE!! thank you so much!!,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday, &gt;1 hr today. Still no bag. #AA http://t.co/QKkJdFObOS",17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?",17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir this is awful customer service.,17,PM,Sunday,Weekend,Short
positive,American,@AmericanAir everything's good now brothaaaaaa,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired,17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir 740pm wheels up to be exact.  I'm sending a DM.,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir 719. Looks like we are about to get going, finally!",17,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir @JimDayTV no, you couldn't care less. That's why their customer service is run by bots",17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir pls tell me how to get a person on the phone asap,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!,17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call.,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids,17,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir 3198 to AEX. Is it still going?,17,PM,Sunday,Weekend,Short
negative,American,@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?,17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?,17,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?",17,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Close down,17,PM,Sunday,Weekend,Short
positive,American,@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!,17,PM,Sunday,Weekend,Long
positive,American,@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I’ve been on the line waiting for 40 minutes again.,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir you know nothing about customer service and I'll make sure everyone knows it,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir your 1800 kept hanging up on me and made me miss a second flight,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I have not. There's no option for even getting a call back!,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir how hard is it to have catering ready to go?,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir Why does your iPhone app not have any sort of notifications option?,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.,16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz.",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir if this is how you guys work then i will never fly with you guys again.,16,PM,Sunday,Weekend,Short
positive,American,"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3",16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck,16,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced.,16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir pathetic to have your gate agents lie to my face when you are at fault,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.,16,PM,Sunday,Weekend,Long
neutral,American,"@AmericanAir yep, they moved me to 16A as they showed me flying ""standby""",16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day,16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?",16,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.,16,PM,Sunday,Weekend,Long
neutral,American,"@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w",16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos,16,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...,16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded,16,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?,16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people,16,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?,16,PM,Sunday,Weekend,Long
positive,American,@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(,16,PM,Sunday,Weekend,Short
neutral,American,@AmericanAir Here you go https://t.co/oM1vIEg74a,16,PM,Sunday,Weekend,Short
neutral,American,"@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?",16,PM,Sunday,Weekend,Short
positive,American,"@AmericanAir ok, thanks you! Have a great night AA team!",16,PM,Sunday,Weekend,Short
neutral,American,@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir any idea what's up with flight AA3181?,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir we're still here guys - you are the worst,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir 24 hours on the AirPort,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.,16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel,16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child.",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice.,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir not to mention its a three hour wait to get an agent on the phone.,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW - why? 2 hour delay,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir why a different airport! I have no way of getting to a different airport.,16,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir AA agent said I repeated myself when I was explaining. I told him ""I understand English."" His reply?""Our conversation is over.""",16,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?,16,PM,Sunday,Weekend,Long
neutral,American,"@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?""",16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE,16,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir I've got a BA flight as your airport couldn't accommodate us. We were left without any info. No vouchers for food,nothing.",16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.,16,PM,Sunday,Weekend,Long
positive,American,@AmericanAir many trips coming up!  I will see you soon 😃,16,PM,Sunday,Weekend,Short
neutral,American,@AmericanAir message and pics sent...,16,PM,Sunday,Weekend,Short
negative,American,@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?,16,PM,Sunday,Weekend,Long
negative,American,@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?,16,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters.,15,PM,Sunday,Weekend,Long
positive,American,"@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection.",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir Now your site is not working! WTF,15,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines.",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour,15,PM,Sunday,Weekend,Long
positive,American,@AmericanAir I'm great thanks keep up the good work,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA,15,PM,Sunday,Weekend,Long
neutral,American,"@AmericanAir yes, I will do just that as soon as I have a moment to gather my thoughts.",15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir I even went to ticket counter and got no help,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?",15,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir please help my flight appears Cancelled Flight 1503 from ft. Lauderdale to Dallas to LAX. Is there anything leaving from Mia or FLL? ThxU,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir 's computer systems are down, can't leave without a flight plan! Any ETA, American air?",15,PM,Sunday,Weekend,Short
negative,American,.@AmericanAir ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number.,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I want the flight I have on hold. I don't want a new flight.,15,PM,Sunday,Weekend,Short
